tool,run,parameter,moment,value
nm7,148,P7,prse,Inf
nm7,148,P8,prse,Inf
nm7,148,P9,prse,Inf
nm7,148,P10,prse,Inf
nm7,148,P11,prse,Inf
nm7,148,P12,prse,Inf
nm7,148,P13,prse,Inf
nm7,148,P14,prse,Inf
nm7,148,ofv,minimum,2528.69752720987
nm7,149,prob,text,149 phase1 2 CMT like 1004 but diff. initial on V3
nm7,149,min,status,0
nm7,149,P1,estimate,8.31228
nm7,149,P2,estimate,24.2887
nm7,149,P3,estimate,0.0696577
nm7,149,P4,estimate,3.62492
nm7,149,P5,estimate,123.324
nm7,149,P6,estimate,1.21256
nm7,149,P7,estimate,1.58746
nm7,149,P8,estimate,0.0580363
nm7,149,P9,estimate,0.203977
nm7,149,P10,estimate,0
nm7,149,P11,estimate,0.103735
nm7,149,P12,estimate,0
nm7,149,P13,estimate,0
nm7,149,P14,estimate,0.123837
nm7,149,P1,prse,Inf
nm7,149,P2,prse,Inf
nm7,149,P3,prse,Inf
nm7,149,P4,prse,Inf
nm7,149,P5,prse,Inf
nm7,149,P6,prse,Inf
nm7,149,P7,prse,Inf
nm7,149,P8,prse,Inf
nm7,149,P9,prse,Inf
nm7,149,P10,prse,Inf
nm7,149,P11,prse,Inf
nm7,149,P12,prse,Inf
nm7,149,P13,prse,Inf
nm7,149,P14,prse,Inf
nm7,149,ofv,minimum,2292.5679114821
nm7,150,prob,text,150 phase1 2 CMT like 1004 but diff. initial on V3
nm7,150,min,status,0
nm7,150,P1,estimate,8.81182
nm7,150,P2,estimate,19.0291
nm7,150,P3,estimate,0.0606843
nm7,150,P4,estimate,3.06471
nm7,150,P5,estimate,102.066
nm7,150,P6,estimate,1.17761
nm7,150,P7,estimate,1.02991
nm7,150,P8,estimate,0.0747774
nm7,150,P9,estimate,0.227433
nm7,150,P10,estimate,0
nm7,150,P11,estimate,0.14601
nm7,150,P12,estimate,0
nm7,150,P13,estimate,0
nm7,150,P14,estimate,0.0928218
nm7,150,P1,prse,Inf
nm7,150,P2,prse,Inf
nm7,150,P3,prse,Inf
nm7,150,P4,prse,Inf
nm7,150,P5,prse,Inf
nm7,150,P6,prse,Inf
nm7,150,P7,prse,Inf
nm7,150,P8,prse,Inf
nm7,150,P9,prse,Inf
nm7,150,P10,prse,Inf
nm7,150,P11,prse,Inf
nm7,150,P12,prse,Inf
nm7,150,P13,prse,Inf
nm7,150,P14,prse,Inf
nm7,150,ofv,minimum,2451.68494295907
nm7,151,prob,text,151 phase1 2 CMT like 1004 but diff. initial on V3
nm7,151,min,status,0
nm7,151,P1,estimate,8.63255
nm7,151,P2,estimate,22.6816
nm7,151,P3,estimate,0.0714357
nm7,151,P4,estimate,3.83683
nm7,151,P5,estimate,118.5
nm7,151,P6,estimate,1.05304
nm7,151,P7,estimate,1.50972
nm7,151,P8,estimate,0.0619185
nm7,151,P9,estimate,0.211763
nm7,151,P10,estimate,0
nm7,151,P11,estimate,0.0914392
nm7,151,P12,estimate,0
nm7,151,P13,estimate,0
nm7,151,P14,estimate,0.107486
nm7,151,P1,prse,Inf
nm7,151,P2,prse,Inf
nm7,151,P3,prse,Inf
nm7,151,P4,prse,Inf
nm7,151,P5,prse,Inf
nm7,151,P6,prse,Inf
nm7,151,P7,prse,Inf
nm7,151,P8,prse,Inf
nm7,151,P9,prse,Inf
nm7,151,P10,prse,Inf
nm7,151,P11,prse,Inf
nm7,151,P12,prse,Inf
nm7,151,P13,prse,Inf
nm7,151,P14,prse,Inf
nm7,151,ofv,minimum,2967.22235988683
nm7,152,prob,text,152 phase1 2 CMT like 1004 but diff. initial on V3
nm7,152,min,status,0
nm7,152,P1,estimate,8.65523
nm7,152,P2,estimate,21.0521
nm7,152,P3,estimate,0.0677148
nm7,152,P4,estimate,3.78713
nm7,152,P5,estimate,110.907
nm7,152,P6,estimate,0.988084
nm7,152,P7,estimate,1.6998
nm7,152,P8,estimate,0.0636237
nm7,152,P9,estimate,0.226076
nm7,152,P10,estimate,0
nm7,152,P11,estimate,0.141391
nm7,152,P12,estimate,0
nm7,152,P13,estimate,0
nm7,152,P14,estimate,0.133753
nm7,152,P1,prse,Inf
nm7,152,P2,prse,Inf
nm7,152,P3,prse,Inf
nm7,152,P4,prse,Inf
nm7,152,P5,prse,Inf
nm7,152,P6,prse,Inf
nm7,152,P7,prse,Inf
nm7,152,P8,prse,Inf
nm7,152,P9,prse,Inf
nm7,152,P10,prse,Inf
nm7,152,P11,prse,Inf
nm7,152,P12,prse,Inf
nm7,152,P13,prse,Inf
nm7,152,P14,prse,Inf
nm7,152,ofv,minimum,2623.00242724734
nm7,153,prob,text,153 phase1 2 CMT like 1004 but diff. initial on V3
nm7,153,min,status,0
nm7,153,P1,estimate,8.76977
nm7,153,P2,estimate,22.8386
nm7,153,P3,estimate,0.0732398
nm7,153,P4,estimate,3.64984
nm7,153,P5,estimate,106.286
nm7,153,P6,estimate,1.16198
nm7,153,P7,estimate,1.62941
nm7,153,P8,estimate,0.0599215
nm7,153,P9,estimate,0.186619
nm7,153,P10,estimate,0
nm7,153,P11,estimate,0.0910263
nm7,153,P12,estimate,0
nm7,153,P13,estimate,0
nm7,153,P14,estimate,0.0558594
nm7,153,P1,prse,Inf
nm7,153,P2,prse,Inf
nm7,153,P3,prse,Inf
nm7,153,P4,prse,Inf
nm7,153,P5,prse,Inf
nm7,153,P6,prse,Inf
nm7,153,P7,prse,Inf
nm7,153,P8,prse,Inf
nm7,153,P9,prse,Inf
nm7,153,P10,prse,Inf
nm7,153,P11,prse,Inf
nm7,153,P12,prse,Inf
nm7,153,P13,prse,Inf
nm7,153,P14,prse,Inf
nm7,153,ofv,minimum,2666.83144654913
nm7,154,prob,text,154 phase1 2 CMT like 1004 but diff. initial on V3
nm7,154,min,status,0
nm7,154,P1,estimate,7.29461
nm7,154,P2,estimate,21.9503
nm7,154,P3,estimate,0.0771017
nm7,154,P4,estimate,4.16474
nm7,154,P5,estimate,84.6589
nm7,154,P6,estimate,1.2277
nm7,154,P7,estimate,1.97639
nm7,154,P8,estimate,0.0543875
nm7,154,P9,estimate,0.261252
nm7,154,P10,estimate,0
nm7,154,P11,estimate,0.0952838
nm7,154,P12,estimate,0
nm7,154,P13,estimate,0
nm7,154,P14,estimate,0.0873131
nm7,154,P1,prse,Inf
nm7,154,P2,prse,Inf
nm7,154,P3,prse,Inf
nm7,154,P4,prse,Inf
nm7,154,P5,prse,Inf
nm7,154,P6,prse,Inf
nm7,154,P7,prse,Inf
nm7,154,P8,prse,Inf
nm7,154,P9,prse,Inf
nm7,154,P10,prse,Inf
nm7,154,P11,prse,Inf
nm7,154,P12,prse,Inf
nm7,154,P13,prse,Inf
nm7,154,P14,prse,Inf
nm7,154,ofv,minimum,2882.1148059619
nm7,155,prob,text,155 phase1 2 CMT like 1004 but diff. initial on V3
nm7,155,min,status,0
nm7,155,P1,estimate,8.49892
nm7,155,P2,estimate,23.7413
nm7,155,P3,estimate,0.0663554
nm7,155,P4,estimate,3.75785
nm7,155,P5,estimate,132.448
nm7,155,P6,estimate,0.931573
nm7,155,P7,estimate,2.11854
nm7,155,P8,estimate,0.0711068
nm7,155,P9,estimate,0.14659
nm7,155,P10,estimate,0
nm7,155,P11,estimate,0.123791
nm7,155,P12,estimate,0
nm7,155,P13,estimate,0
nm7,155,P14,estimate,0.0765761
nm7,155,P1,prse,Inf
nm7,155,P2,prse,Inf
nm7,155,P3,prse,Inf
nm7,155,P4,prse,Inf
nm7,155,P5,prse,Inf
nm7,155,P6,prse,Inf
nm7,155,P7,prse,Inf
nm7,155,P8,prse,Inf
nm7,155,P9,prse,Inf
nm7,155,P10,prse,Inf
nm7,155,P11,prse,Inf
nm7,155,P12,prse,Inf
nm7,155,P13,prse,Inf
nm7,155,P14,prse,Inf
nm7,155,ofv,minimum,2605.612534208
nm7,156,prob,text,156 phase1 2 CMT like 1004 but diff. initial on V3
nm7,156,min,status,0
nm7,156,P1,estimate,8.94001
nm7,156,P2,estimate,20.1539
nm7,156,P3,estimate,0.0655243
nm7,156,P4,estimate,3.45615
nm7,156,P5,estimate,99.1813
nm7,156,P6,estimate,0.875594
nm7,156,P7,estimate,1.62412
nm7,156,P8,estimate,0.0707602
nm7,156,P9,estimate,0.163896
nm7,156,P10,estimate,0
nm7,156,P11,estimate,0.15681
nm7,156,P12,estimate,0
nm7,156,P13,estimate,0
nm7,156,P14,estimate,0.056597
nm7,156,P1,prse,Inf
nm7,156,P2,prse,Inf
nm7,156,P3,prse,Inf
nm7,156,P4,prse,Inf
nm7,156,P5,prse,Inf
nm7,156,P6,prse,Inf
nm7,156,P7,prse,Inf
nm7,156,P8,prse,Inf
nm7,156,P9,prse,Inf
nm7,156,P10,prse,Inf
nm7,156,P11,prse,Inf
nm7,156,P12,prse,Inf
nm7,156,P13,prse,Inf
nm7,156,P14,prse,Inf
nm7,156,ofv,minimum,2225.35898793222
nm7,157,prob,text,157 phase1 2 CMT like 1004 but diff. initial on V3
nm7,157,min,status,0
nm7,157,P1,estimate,7.96128
nm7,157,P2,estimate,19.1142
nm7,157,P3,estimate,0.0647627
nm7,157,P4,estimate,3.69749
nm7,157,P5,estimate,99.5731
nm7,157,P6,estimate,0.864858
nm7,157,P7,estimate,2.25961
nm7,157,P8,estimate,0.0794321
nm7,157,P9,estimate,0.121259
nm7,157,P10,estimate,0
nm7,157,P11,estimate,0.1747
nm7,157,P12,estimate,0
nm7,157,P13,estimate,0
nm7,157,P14,estimate,0.133979
nm7,157,P1,prse,Inf
nm7,157,P2,prse,Inf
nm7,157,P3,prse,Inf
nm7,157,P4,prse,Inf
nm7,157,P5,prse,Inf
nm7,157,P6,prse,Inf
nm7,157,P7,prse,Inf
nm7,157,P8,prse,Inf
nm7,157,P9,prse,Inf
nm7,157,P10,prse,Inf
nm7,157,P11,prse,Inf
nm7,157,P12,prse,Inf
nm7,157,P13,prse,Inf
nm7,157,P14,prse,Inf
nm7,157,ofv,minimum,2300.94539675697
nm7,158,prob,text,158 phase1 2 CMT like 1004 but diff. initial on V3
nm7,158,min,status,0
nm7,158,P1,estimate,8.27231
nm7,158,P2,estimate,18.7139
nm7,158,P3,estimate,0.0658088
nm7,158,P4,estimate,3.88003
nm7,158,P5,estimate,81.1191
nm7,158,P6,estimate,0.907717
nm7,158,P7,estimate,1.49716
nm7,158,P8,estimate,0.0717804
nm7,158,P9,estimate,0.133987
nm7,158,P10,estimate,0
nm7,158,P11,estimate,0.137162
nm7,158,P12,estimate,0
nm7,158,P13,estimate,0
nm7,158,P14,estimate,0.175822
nm7,158,P1,prse,Inf
nm7,158,P2,prse,Inf
nm7,158,P3,prse,Inf
nm7,158,P4,prse,Inf
nm7,158,P5,prse,Inf
nm7,158,P6,prse,Inf
nm7,158,P7,prse,Inf
nm7,158,P8,prse,Inf
nm7,158,P9,prse,Inf
nm7,158,P10,prse,Inf
nm7,158,P11,prse,Inf
nm7,158,P12,prse,Inf
nm7,158,P13,prse,Inf
nm7,158,P14,prse,Inf
nm7,158,ofv,minimum,2192.52039559442
nm7,159,prob,text,159 phase1 2 CMT like 1004 but diff. initial on V3
nm7,159,min,status,0
nm7,159,P1,estimate,9.75423
nm7,159,P2,estimate,24.7198
nm7,159,P3,estimate,0.0773667
nm7,159,P4,estimate,4.99863
nm7,159,P5,estimate,100.812
nm7,159,P6,estimate,0.811888
nm7,159,P7,estimate,1.80932
nm7,159,P8,estimate,0.0649332
nm7,159,P9,estimate,0.137794
nm7,159,P10,estimate,0
nm7,159,P11,estimate,0.136961
nm7,159,P12,estimate,0
nm7,159,P13,estimate,0
nm7,159,P14,estimate,0.166483
nm7,159,P1,prse,Inf
nm7,159,P2,prse,Inf
nm7,159,P3,prse,Inf
nm7,159,P4,prse,Inf
nm7,159,P5,prse,Inf
nm7,159,P6,prse,Inf
nm7,159,P7,prse,Inf
nm7,159,P8,prse,Inf
nm7,159,P9,prse,Inf
nm7,159,P10,prse,Inf
nm7,159,P11,prse,Inf
nm7,159,P12,prse,Inf
nm7,159,P13,prse,Inf
nm7,159,P14,prse,Inf
nm7,159,ofv,minimum,2367.16408384492
nm7,160,prob,text,160 phase1 2 CMT like 1004 but diff. initial on V3
nm7,160,min,status,0
nm7,160,P1,estimate,7.94566
nm7,160,P2,estimate,19.7867
nm7,160,P3,estimate,0.0674769
nm7,160,P4,estimate,4.15472
nm7,160,P5,estimate,105.897
nm7,160,P6,estimate,0.882267
nm7,160,P7,estimate,1.92917
nm7,160,P8,estimate,0.0776022
nm7,160,P9,estimate,0.19285
nm7,160,P10,estimate,0
nm7,160,P11,estimate,0.096287
nm7,160,P12,estimate,0
nm7,160,P13,estimate,0
nm7,160,P14,estimate,0.106765
nm7,160,P1,prse,Inf
nm7,160,P2,prse,Inf
nm7,160,P3,prse,Inf
nm7,160,P4,prse,Inf
nm7,160,P5,prse,Inf
nm7,160,P6,prse,Inf
nm7,160,P7,prse,Inf
nm7,160,P8,prse,Inf
nm7,160,P9,prse,Inf
nm7,160,P10,prse,Inf
nm7,160,P11,prse,Inf
nm7,160,P12,prse,Inf
nm7,160,P13,prse,Inf
nm7,160,P14,prse,Inf
nm7,160,ofv,minimum,2317.94881135434
nm7,161,prob,text,161 phase1 2 CMT like 1004 but diff. initial on V3
nm7,161,min,status,0
nm7,161,P1,estimate,8.45699
nm7,161,P2,estimate,21.5509
nm7,161,P3,estimate,0.0701742
nm7,161,P4,estimate,3.56442
nm7,161,P5,estimate,117.661
nm7,161,P6,estimate,0.937046
nm7,161,P7,estimate,1.85971
nm7,161,P8,estimate,0.0632174
nm7,161,P9,estimate,0.17567
nm7,161,P10,estimate,0
nm7,161,P11,estimate,0.118449
nm7,161,P12,estimate,0
nm7,161,P13,estimate,0
nm7,161,P14,estimate,0.082245
nm7,161,P1,prse,Inf
nm7,161,P2,prse,Inf
nm7,161,P3,prse,Inf
nm7,161,P4,prse,Inf
nm7,161,P5,prse,Inf
nm7,161,P6,prse,Inf
nm7,161,P7,prse,Inf
nm7,161,P8,prse,Inf
nm7,161,P9,prse,Inf
nm7,161,P10,prse,Inf
nm7,161,P11,prse,Inf
nm7,161,P12,prse,Inf
nm7,161,P13,prse,Inf
nm7,161,P14,prse,Inf
nm7,161,ofv,minimum,2345.1006584105
nm7,162,prob,text,162 phase1 2 CMT like 1004 but diff. initial on V3
nm7,162,min,status,0
nm7,162,P1,estimate,9.62811
nm7,162,P2,estimate,26.648
nm7,162,P3,estimate,0.0686331
nm7,162,P4,estimate,4.85455
nm7,162,P5,estimate,122.32
nm7,162,P6,estimate,0.942565
nm7,162,P7,estimate,2.09341
nm7,162,P8,estimate,0.072576
nm7,162,P9,estimate,0.211675
nm7,162,P10,estimate,0
nm7,162,P11,estimate,0.124809
nm7,162,P12,estimate,0
nm7,162,P13,estimate,0
nm7,162,P14,estimate,0.0655811
nm7,162,P1,prse,Inf
nm7,162,P2,prse,Inf
nm7,162,P3,prse,Inf
nm7,162,P4,prse,Inf
nm7,162,P5,prse,Inf
nm7,162,P6,prse,Inf
nm7,162,P7,prse,Inf
nm7,162,P8,prse,Inf
nm7,162,P9,prse,Inf
nm7,162,P10,prse,Inf
nm7,162,P11,prse,Inf
nm7,162,P12,prse,Inf
nm7,162,P13,prse,Inf
nm7,162,P14,prse,Inf
nm7,162,ofv,minimum,2536.73493736172
nm7,163,prob,text,163 phase1 2 CMT like 1004 but diff. initial on V3
nm7,163,min,status,0
nm7,163,P1,estimate,7.77922
nm7,163,P2,estimate,18.3611
nm7,163,P3,estimate,0.0653222
nm7,163,P4,estimate,3.20252
nm7,163,P5,estimate,85.9095
nm7,163,P6,estimate,1.35638
nm7,163,P7,estimate,1.10322
nm7,163,P8,estimate,0.0707956
nm7,163,P9,estimate,0.233683
nm7,163,P10,estimate,0
nm7,163,P11,estimate,0.109854
nm7,163,P12,estimate,0
nm7,163,P13,estimate,0
nm7,163,P14,estimate,0.0987964
nm7,163,P1,prse,Inf
nm7,163,P2,prse,Inf
nm7,163,P3,prse,Inf
nm7,163,P4,prse,Inf
nm7,163,P5,prse,Inf
nm7,163,P6,prse,Inf
nm7,163,P7,prse,Inf
nm7,163,P8,prse,Inf
nm7,163,P9,prse,Inf
nm7,163,P10,prse,Inf
nm7,163,P11,prse,Inf
nm7,163,P12,prse,Inf
nm7,163,P13,prse,Inf
nm7,163,P14,prse,Inf
nm7,163,ofv,minimum,2678.0654321383
nm7,164,prob,text,164 phase1 2 CMT like 1004 but diff. initial on V3
nm7,164,min,status,0
nm7,164,P1,estimate,8.82976
nm7,164,P2,estimate,24.4734
nm7,164,P3,estimate,0.0682815
nm7,164,P4,estimate,4.78074
nm7,164,P5,estimate,138.257
nm7,164,P6,estimate,0.930436
nm7,164,P7,estimate,2.0527
nm7,164,P8,estimate,0.0736097
nm7,164,P9,estimate,0.184593
nm7,164,P10,estimate,0
nm7,164,P11,estimate,0.179516
nm7,164,P12,estimate,0
nm7,164,P13,estimate,0
nm7,164,P14,estimate,0.10551
nm7,164,P1,prse,Inf
nm7,164,P2,prse,Inf
nm7,164,P3,prse,Inf
nm7,164,P4,prse,Inf
nm7,164,P5,prse,Inf
nm7,164,P6,prse,Inf
nm7,164,P7,prse,Inf
nm7,164,P8,prse,Inf
nm7,164,P9,prse,Inf
nm7,164,P10,prse,Inf
nm7,164,P11,prse,Inf
nm7,164,P12,prse,Inf
nm7,164,P13,prse,Inf
nm7,164,P14,prse,Inf
nm7,164,ofv,minimum,2115.78582566458
nm7,165,prob,text,165 phase1 2 CMT like 1004 but diff. initial on V3
nm7,165,min,status,0
nm7,165,P1,estimate,8.25921
nm7,165,P2,estimate,23.759
nm7,165,P3,estimate,0.0802651
nm7,165,P4,estimate,4.50523
nm7,165,P5,estimate,94.8057
nm7,165,P6,estimate,1.004
nm7,165,P7,estimate,2.0572
nm7,165,P8,estimate,0.0547057
nm7,165,P9,estimate,0.186622
nm7,165,P10,estimate,0
nm7,165,P11,estimate,0.120002
nm7,165,P12,estimate,0
nm7,165,P13,estimate,0
nm7,165,P14,estimate,0.0969312
nm7,165,P1,prse,Inf
nm7,165,P2,prse,Inf
nm7,165,P3,prse,Inf
nm7,165,P4,prse,Inf
nm7,165,P5,prse,Inf
nm7,165,P6,prse,Inf
nm7,165,P7,prse,Inf
nm7,165,P8,prse,Inf
nm7,165,P9,prse,Inf
nm7,165,P10,prse,Inf
nm7,165,P11,prse,Inf
nm7,165,P12,prse,Inf
nm7,165,P13,prse,Inf
nm7,165,P14,prse,Inf
nm7,165,ofv,minimum,2542.09119032803
nm7,166,prob,text,166 phase1 2 CMT like 1004 but diff. initial on V3
nm7,166,min,status,0
nm7,166,P1,estimate,7.6184
nm7,166,P2,estimate,22.6343
nm7,166,P3,estimate,0.0683195
nm7,166,P4,estimate,3.42992
nm7,166,P5,estimate,121
nm7,166,P6,estimate,1.37937
nm7,166,P7,estimate,1.62073
nm7,166,P8,estimate,0.0512909
nm7,166,P9,estimate,0.250835
nm7,166,P10,estimate,0
nm7,166,P11,estimate,0.075483
nm7,166,P12,estimate,0
nm7,166,P13,estimate,0
nm7,166,P14,estimate,0.078894
nm7,166,P1,prse,Inf
nm7,166,P2,prse,Inf
nm7,166,P3,prse,Inf
nm7,166,P4,prse,Inf
nm7,166,P5,prse,Inf
nm7,166,P6,prse,Inf
nm7,166,P7,prse,Inf
nm7,166,P8,prse,Inf
nm7,166,P9,prse,Inf
nm7,166,P10,prse,Inf
nm7,166,P11,prse,Inf
nm7,166,P12,prse,Inf
nm7,166,P13,prse,Inf
nm7,166,P14,prse,Inf
nm7,166,ofv,minimum,2940.04762940189
nm7,167,prob,text,167 phase1 2 CMT like 1004 but diff. initial on V3
nm7,167,min,status,0
nm7,167,P1,estimate,7.07784
nm7,167,P2,estimate,22.7105
nm7,167,P3,estimate,0.069334
nm7,167,P4,estimate,3.86264
nm7,167,P5,estimate,110.619
nm7,167,P6,estimate,1.06151
nm7,167,P7,estimate,2.69381
nm7,167,P8,estimate,0.0661791
nm7,167,P9,estimate,0.228618
nm7,167,P10,estimate,0
nm7,167,P11,estimate,0.170242
nm7,167,P12,estimate,0
nm7,167,P13,estimate,0
nm7,167,P14,estimate,0.0998753
nm7,167,P1,prse,Inf
nm7,167,P2,prse,Inf
nm7,167,P3,prse,Inf
nm7,167,P4,prse,Inf
nm7,167,P5,prse,Inf
nm7,167,P6,prse,Inf
nm7,167,P7,prse,Inf
nm7,167,P8,prse,Inf
nm7,167,P9,prse,Inf
nm7,167,P10,prse,Inf
nm7,167,P11,prse,Inf
nm7,167,P12,prse,Inf
nm7,167,P13,prse,Inf
nm7,167,P14,prse,Inf
nm7,167,ofv,minimum,2611.71403282811
nm7,168,prob,text,168 phase1 2 CMT like 1004 but diff. initial on V3
nm7,168,min,status,0
nm7,168,P1,estimate,8.25649
nm7,168,P2,estimate,23.8855
nm7,168,P3,estimate,0.0708092
nm7,168,P4,estimate,3.49855
nm7,168,P5,estimate,105.14
nm7,168,P6,estimate,1.18626
nm7,168,P7,estimate,1.95062
nm7,168,P8,estimate,0.060257
nm7,168,P9,estimate,0.17663
nm7,168,P10,estimate,0
nm7,168,P11,estimate,0.115423
nm7,168,P12,estimate,0
nm7,168,P13,estimate,0
nm7,168,P14,estimate,0.0962445
nm7,168,P1,prse,Inf
nm7,168,P2,prse,Inf
nm7,168,P3,prse,Inf
nm7,168,P4,prse,Inf
nm7,168,P5,prse,Inf
nm7,168,P6,prse,Inf
nm7,168,P7,prse,Inf
nm7,168,P8,prse,Inf
nm7,168,P9,prse,Inf
nm7,168,P10,prse,Inf
nm7,168,P11,prse,Inf
nm7,168,P12,prse,Inf
nm7,168,P13,prse,Inf
nm7,168,P14,prse,Inf
nm7,168,ofv,minimum,2569.63970269553
nm7,169,prob,text,169 phase1 2 CMT like 1004 but diff. initial on V3
nm7,169,min,status,0
nm7,169,P1,estimate,8.66846
nm7,169,P2,estimate,22.2271
nm7,169,P3,estimate,0.0698373
nm7,169,P4,estimate,4.02274
nm7,169,P5,estimate,102.182
nm7,169,P6,estimate,0.773785
nm7,169,P7,estimate,1.85291
nm7,169,P8,estimate,0.0598406
nm7,169,P9,estimate,0.138548
nm7,169,P10,estimate,0
nm7,169,P11,estimate,0.153104
nm7,169,P12,estimate,0
nm7,169,P13,estimate,0
nm7,169,P14,estimate,0.15014
nm7,169,P1,prse,Inf
nm7,169,P2,prse,Inf
nm7,169,P3,prse,Inf
nm7,169,P4,prse,Inf
nm7,169,P5,prse,Inf
nm7,169,P6,prse,Inf
nm7,169,P7,prse,Inf
nm7,169,P8,prse,Inf
nm7,169,P9,prse,Inf
nm7,169,P10,prse,Inf
nm7,169,P11,prse,Inf
nm7,169,P12,prse,Inf
nm7,169,P13,prse,Inf
nm7,169,P14,prse,Inf
nm7,169,ofv,minimum,2365.69041675108
nm7,170,prob,text,170 phase1 2 CMT like 1004 but diff. initial on V3
nm7,170,min,status,0
nm7,170,P1,estimate,7.26609
nm7,170,P2,estimate,20.3693
nm7,170,P3,estimate,0.0662943
nm7,170,P4,estimate,3.50109
nm7,170,P5,estimate,108.597
nm7,170,P6,estimate,1.13338
nm7,170,P7,estimate,1.82543
nm7,170,P8,estimate,0.0692759
nm7,170,P9,estimate,0.183584
nm7,170,P10,estimate,0
nm7,170,P11,estimate,0.136597
nm7,170,P12,estimate,0
nm7,170,P13,estimate,0
nm7,170,P14,estimate,0.0864929
nm7,170,P1,prse,Inf
nm7,170,P2,prse,Inf
nm7,170,P3,prse,Inf
nm7,170,P4,prse,Inf
nm7,170,P5,prse,Inf
nm7,170,P6,prse,Inf
nm7,170,P7,prse,Inf
nm7,170,P8,prse,Inf
nm7,170,P9,prse,Inf
nm7,170,P10,prse,Inf
nm7,170,P11,prse,Inf
nm7,170,P12,prse,Inf
nm7,170,P13,prse,Inf
nm7,170,P14,prse,Inf
nm7,170,ofv,minimum,2367.50432999033
nm7,171,prob,text,171 phase1 2 CMT like 1004 but diff. initial on V3
nm7,171,min,status,0
nm7,171,P1,estimate,8.9973
nm7,171,P2,estimate,26.0915
nm7,171,P3,estimate,0.0840434
nm7,171,P4,estimate,5.28098
nm7,171,P5,estimate,100.025
nm7,171,P6,estimate,0.796182
nm7,171,P7,estimate,1.48031
nm7,171,P8,estimate,0.0475264
nm7,171,P9,estimate,0.171428
nm7,171,P10,estimate,0
nm7,171,P11,estimate,0.0860746
nm7,171,P12,estimate,0
nm7,171,P13,estimate,0
nm7,171,P14,estimate,0.108066
nm7,171,P1,prse,Inf
nm7,171,P2,prse,Inf
nm7,171,P3,prse,Inf
nm7,171,P4,prse,Inf
nm7,171,P5,prse,Inf
nm7,171,P6,prse,Inf
nm7,171,P7,prse,Inf
nm7,171,P8,prse,Inf
nm7,171,P9,prse,Inf
nm7,171,P10,prse,Inf
nm7,171,P11,prse,Inf
nm7,171,P12,prse,Inf
nm7,171,P13,prse,Inf
nm7,171,P14,prse,Inf
nm7,171,ofv,minimum,2813.12385608787
nm7,172,prob,text,172 phase1 2 CMT like 1004 but diff. initial on V3
nm7,172,min,status,0
nm7,172,P1,estimate,9.01634
nm7,172,P2,estimate,24.4443
nm7,172,P3,estimate,0.0857548
nm7,172,P4,estimate,4.04672
nm7,172,P5,estimate,114.052
nm7,172,P6,estimate,0.963351
nm7,172,P7,estimate,1.55007
nm7,172,P8,estimate,0.0577865
nm7,172,P9,estimate,0.178008
nm7,172,P10,estimate,0
nm7,172,P11,estimate,0.0582698
nm7,172,P12,estimate,0
nm7,172,P13,estimate,0
nm7,172,P14,estimate,0.124775
nm7,172,P1,prse,Inf
nm7,172,P2,prse,Inf
nm7,172,P3,prse,Inf
nm7,172,P4,prse,Inf
nm7,172,P5,prse,Inf
nm7,172,P6,prse,Inf
nm7,172,P7,prse,Inf
nm7,172,P8,prse,Inf
nm7,172,P9,prse,Inf
nm7,172,P10,prse,Inf
nm7,172,P11,prse,Inf
nm7,172,P12,prse,Inf
nm7,172,P13,prse,Inf
nm7,172,P14,prse,Inf
nm7,172,ofv,minimum,2490.47405550223
nm7,173,prob,text,173 phase1 2 CMT like 1004 but diff. initial on V3
nm7,173,min,status,0
nm7,173,P1,estimate,8.88841
nm7,173,P2,estimate,21.1019
nm7,173,P3,estimate,0.0724884
nm7,173,P4,estimate,3.43019
nm7,173,P5,estimate,100.762
nm7,173,P6,estimate,1.08002
nm7,173,P7,estimate,0.913308
nm7,173,P8,estimate,0.0602779
nm7,173,P9,estimate,0.118736
nm7,173,P10,estimate,0
nm7,173,P11,estimate,0.0966296
nm7,173,P12,estimate,0
nm7,173,P13,estimate,0
nm7,173,P14,estimate,0.129121
nm7,173,P1,prse,Inf
nm7,173,P2,prse,Inf
nm7,173,P3,prse,Inf
nm7,173,P4,prse,Inf
nm7,173,P5,prse,Inf
nm7,173,P6,prse,Inf
nm7,173,P7,prse,Inf
nm7,173,P8,prse,Inf
nm7,173,P9,prse,Inf
nm7,173,P10,prse,Inf
nm7,173,P11,prse,Inf
nm7,173,P12,prse,Inf
nm7,173,P13,prse,Inf
nm7,173,P14,prse,Inf
nm7,173,ofv,minimum,2695.48252259773
nm7,174,prob,text,174 phase1 2 CMT like 1004 but diff. initial on V3
nm7,174,min,status,0
nm7,174,P1,estimate,9.25153
nm7,174,P2,estimate,23.3658
nm7,174,P3,estimate,0.0713671
nm7,174,P4,estimate,4.03528
nm7,174,P5,estimate,137.078
nm7,174,P6,estimate,1.02317
nm7,174,P7,estimate,1.58227
nm7,174,P8,estimate,0.0649098
nm7,174,P9,estimate,0.262847
nm7,174,P10,estimate,0
nm7,174,P11,estimate,0.0602179
nm7,174,P12,estimate,0
nm7,174,P13,estimate,0
nm7,174,P14,estimate,0.0645737
nm7,174,P1,prse,Inf
nm7,174,P2,prse,Inf
nm7,174,P3,prse,Inf
