"tool","run","parameter","moment","value"
"nm7","68","OMEGA3.2","estimate","0"
"nm7","68","OMEGA3.2","prse",NA
"nm7","68","OMEGA3.3","estimate","0.0736292"
"nm7","68","OMEGA3.3","prse",NA
"nm7","68","SIGMA1.1","estimate","0.0729584"
"nm7","68","SIGMA1.1","prse",NA
"nm7","68","THETA1","estimate","9.40053"
"nm7","68","THETA1","prse",NA
"nm7","68","THETA2","estimate","21.8807"
"nm7","68","THETA2","prse",NA
"nm7","68","THETA3","estimate","0.0662277"
"nm7","68","THETA3","prse",NA
"nm7","68","THETA4","estimate","3.42918"
"nm7","68","THETA4","prse",NA
"nm7","68","THETA5","estimate","104.351"
"nm7","68","THETA5","prse",NA
"nm7","68","THETA6","estimate","0.909995"
"nm7","68","THETA6","prse",NA
"nm7","68","THETA7","estimate","1.81577"
"nm7","68","THETA7","prse",NA
"nm7","69","prob","text","69 phase1 2 CMT like 1004 but diff. initial on V3"
"nm7","69","min","status","0"
"nm7","69","ofv","estimate","2356.03524962212"
"nm7","69","OMEGA1.1","estimate","0.188583"
"nm7","69","OMEGA1.1","prse",NA
"nm7","69","OMEGA2.1","estimate","0"
"nm7","69","OMEGA2.1","prse",NA
"nm7","69","OMEGA2.2","estimate","0.0901758"
"nm7","69","OMEGA2.2","prse",NA
"nm7","69","OMEGA3.1","estimate","0"
"nm7","69","OMEGA3.1","prse",NA
"nm7","69","OMEGA3.2","estimate","0"
"nm7","69","OMEGA3.2","prse",NA
"nm7","69","OMEGA3.3","estimate","0.0474808"
"nm7","69","OMEGA3.3","prse",NA
"nm7","69","SIGMA1.1","estimate","0.0649413"
"nm7","69","SIGMA1.1","prse",NA
"nm7","69","THETA1","estimate","7.75742"
"nm7","69","THETA1","prse",NA
"nm7","69","THETA2","estimate","24.1105"
"nm7","69","THETA2","prse",NA
"nm7","69","THETA3","estimate","0.0721401"
"nm7","69","THETA3","prse",NA
"nm7","69","THETA4","estimate","4.36044"
"nm7","69","THETA4","prse",NA
"nm7","69","THETA5","estimate","138.499"
"nm7","69","THETA5","prse",NA
"nm7","69","THETA6","estimate","1.04488"
"nm7","69","THETA6","prse",NA
"nm7","69","THETA7","estimate","2.17726"
"nm7","69","THETA7","prse",NA
"nm7","70","prob","text","70 phase1 2 CMT like 1004 but diff. initial on V3"
"nm7","70","min","status","0"
"nm7","70","ofv","estimate","2132.18670766501"
"nm7","70","OMEGA1.1","estimate","0.119986"
"nm7","70","OMEGA1.1","prse",NA
"nm7","70","OMEGA2.1","estimate","0"
"nm7","70","OMEGA2.1","prse",NA
"nm7","70","OMEGA2.2","estimate","0.101669"
"nm7","70","OMEGA2.2","prse",NA
"nm7","70","OMEGA3.1","estimate","0"
"nm7","70","OMEGA3.1","prse",NA
"nm7","70","OMEGA3.2","estimate","0"
"nm7","70","OMEGA3.2","prse",NA
"nm7","70","OMEGA3.3","estimate","0.0750384"
"nm7","70","OMEGA3.3","prse",NA
"nm7","70","SIGMA1.1","estimate","0.0752725"
"nm7","70","SIGMA1.1","prse",NA
"nm7","70","THETA1","estimate","8.26377"
"nm7","70","THETA1","prse",NA
"nm7","70","THETA2","estimate","31.5034"
"nm7","70","THETA2","prse",NA
"nm7","70","THETA3","estimate","0.0894905"
"nm7","70","THETA3","prse",NA
"nm7","70","THETA4","estimate","7.79056"
"nm7","70","THETA4","prse",NA
"nm7","70","THETA5","estimate","186.609"
"nm7","70","THETA5","prse",NA
"nm7","70","THETA6","estimate","0.665128"
"nm7","70","THETA6","prse",NA
"nm7","70","THETA7","estimate","2.74101"
"nm7","70","THETA7","prse",NA
"nm7","71","prob","text","71 phase1 2 CMT like 1004 but diff. initial on V3"
"nm7","71","min","status","0"
"nm7","71","ofv","estimate","2494.09667295791"
"nm7","71","OMEGA1.1","estimate","0.165346"
"nm7","71","OMEGA1.1","prse",NA
"nm7","71","OMEGA2.1","estimate","0"
"nm7","71","OMEGA2.1","prse",NA
"nm7","71","OMEGA2.2","estimate","0.0537294"
"nm7","71","OMEGA2.2","prse",NA
"nm7","71","OMEGA3.1","estimate","0"
"nm7","71","OMEGA3.1","prse",NA
"nm7","71","OMEGA3.2","estimate","0"
"nm7","71","OMEGA3.2","prse",NA
"nm7","71","OMEGA3.3","estimate","0.137185"
"nm7","71","OMEGA3.3","prse",NA
"nm7","71","SIGMA1.1","estimate","0.0665033"
"nm7","71","SIGMA1.1","prse",NA
"nm7","71","THETA1","estimate","9.45769"
"nm7","71","THETA1","prse",NA
"nm7","71","THETA2","estimate","24.5495"
"nm7","71","THETA2","prse",NA
"nm7","71","THETA3","estimate","0.0745963"
"nm7","71","THETA3","prse",NA
"nm7","71","THETA4","estimate","4.82636"
"nm7","71","THETA4","prse",NA
"nm7","71","THETA5","estimate","129.084"
"nm7","71","THETA5","prse",NA
"nm7","71","THETA6","estimate","0.806874"
"nm7","71","THETA6","prse",NA
"nm7","71","THETA7","estimate","1.83726"
"nm7","71","THETA7","prse",NA
"nm7","72","prob","text","72 phase1 2 CMT like 1004 but diff. initial on V3"
"nm7","72","min","status","0"
"nm7","72","ofv","estimate","2697.77063296505"
"nm7","72","OMEGA1.1","estimate","0.211824"
"nm7","72","OMEGA1.1","prse",NA
"nm7","72","OMEGA2.1","estimate","0"
"nm7","72","OMEGA2.1","prse",NA
"nm7","72","OMEGA2.2","estimate","0.1568"
"nm7","72","OMEGA2.2","prse",NA
"nm7","72","OMEGA3.1","estimate","0"
"nm7","72","OMEGA3.1","prse",NA
"nm7","72","OMEGA3.2","estimate","0"
"nm7","72","OMEGA3.2","prse",NA
"nm7","72","OMEGA3.3","estimate","0.131815"
"nm7","72","OMEGA3.3","prse",NA
"nm7","72","SIGMA1.1","estimate","0.061964"
"nm7","72","SIGMA1.1","prse",NA
"nm7","72","THETA1","estimate","7.93106"
"nm7","72","THETA1","prse",NA
"nm7","72","THETA2","estimate","22.6468"
"nm7","72","THETA2","prse",NA
"nm7","72","THETA3","estimate","0.0719276"
"nm7","72","THETA3","prse",NA
"nm7","72","THETA4","estimate","4.2022"
"nm7","72","THETA4","prse",NA
"nm7","72","THETA5","estimate","106.183"
"nm7","72","THETA5","prse",NA
"nm7","72","THETA6","estimate","1.03835"
"nm7","72","THETA6","prse",NA
"nm7","72","THETA7","estimate","1.88887"
"nm7","72","THETA7","prse",NA
"nm7","73","prob","text","73 phase1 2 CMT like 1004 but diff. initial on V3"
"nm7","73","min","status","0"
"nm7","73","ofv","estimate","2338.19950618604"
"nm7","73","OMEGA1.1","estimate","0.159336"
"nm7","73","OMEGA1.1","prse",NA
"nm7","73","OMEGA2.1","estimate","0"
"nm7","73","OMEGA2.1","prse",NA
"nm7","73","OMEGA2.2","estimate","0.12866"
"nm7","73","OMEGA2.2","prse",NA
"nm7","73","OMEGA3.1","estimate","0"
"nm7","73","OMEGA3.1","prse",NA
"nm7","73","OMEGA3.2","estimate","0"
"nm7","73","OMEGA3.2","prse",NA
"nm7","73","OMEGA3.3","estimate","0.175482"
"nm7","73","OMEGA3.3","prse",NA
"nm7","73","SIGMA1.1","estimate","0.066277"
"nm7","73","SIGMA1.1","prse",NA
"nm7","73","THETA1","estimate","7.38369"
"nm7","73","THETA1","prse",NA
"nm7","73","THETA2","estimate","21.7084"
"nm7","73","THETA2","prse",NA
"nm7","73","THETA3","estimate","0.0722066"
"nm7","73","THETA3","prse",NA
"nm7","73","THETA4","estimate","4.17083"
"nm7","73","THETA4","prse",NA
"nm7","73","THETA5","estimate","125.405"
"nm7","73","THETA5","prse",NA
"nm7","73","THETA6","estimate","0.94851"
"nm7","73","THETA6","prse",NA
"nm7","73","THETA7","estimate","2.20359"
"nm7","73","THETA7","prse",NA
"nm7","74","prob","text","74 phase1 2 CMT like 1004 but diff. initial on V3"
"nm7","74","min","status","0"
"nm7","74","ofv","estimate","2728.7252133226"
"nm7","74","OMEGA1.1","estimate","0.195772"
"nm7","74","OMEGA1.1","prse",NA
"nm7","74","OMEGA2.1","estimate","0"
"nm7","74","OMEGA2.1","prse",NA
"nm7","74","OMEGA2.2","estimate","0.119733"
"nm7","74","OMEGA2.2","prse",NA
"nm7","74","OMEGA3.1","estimate","0"
"nm7","74","OMEGA3.1","prse",NA
"nm7","74","OMEGA3.2","estimate","0"
"nm7","74","OMEGA3.2","prse",NA
"nm7","74","OMEGA3.3","estimate","0.103383"
"nm7","74","OMEGA3.3","prse",NA
"nm7","74","SIGMA1.1","estimate","0.0651163"
"nm7","74","SIGMA1.1","prse",NA
"nm7","74","THETA1","estimate","7.99868"
"nm7","74","THETA1","prse",NA
"nm7","74","THETA2","estimate","21.0844"
"nm7","74","THETA2","prse",NA
"nm7","74","THETA3","estimate","0.0653999"
"nm7","74","THETA3","prse",NA
"nm7","74","THETA4","estimate","3.31592"
"nm7","74","THETA4","prse",NA
"nm7","74","THETA5","estimate","111.491"
"nm7","74","THETA5","prse",NA
"nm7","74","THETA6","estimate","0.999422"
"nm7","74","THETA6","prse",NA
"nm7","74","THETA7","estimate","1.84827"
"nm7","74","THETA7","prse",NA
"nm7","75","prob","text","75 phase1 2 CMT like 1004 but diff. initial on V3"
"nm7","75","min","status","0"
"nm7","75","ofv","estimate","2094.20478956624"
"nm7","75","OMEGA1.1","estimate","0.170278"
"nm7","75","OMEGA1.1","prse",NA
"nm7","75","OMEGA2.1","estimate","0"
"nm7","75","OMEGA2.1","prse",NA
"nm7","75","OMEGA2.2","estimate","0.128214"
"nm7","75","OMEGA2.2","prse",NA
"nm7","75","OMEGA3.1","estimate","0"
"nm7","75","OMEGA3.1","prse",NA
"nm7","75","OMEGA3.2","estimate","0"
"nm7","75","OMEGA3.2","prse",NA
"nm7","75","OMEGA3.3","estimate","0.105087"
"nm7","75","OMEGA3.3","prse",NA
"nm7","75","SIGMA1.1","estimate","0.0755507"
"nm7","75","SIGMA1.1","prse",NA
"nm7","75","THETA1","estimate","8.05939"
"nm7","75","THETA1","prse",NA
"nm7","75","THETA2","estimate","21.1765"
"nm7","75","THETA2","prse",NA
"nm7","75","THETA3","estimate","0.0686807"
"nm7","75","THETA3","prse",NA
"nm7","75","THETA4","estimate","3.9362"
"nm7","75","THETA4","prse",NA
"nm7","75","THETA5","estimate","92.1836"
"nm7","75","THETA5","prse",NA
"nm7","75","THETA6","estimate","1.00128"
"nm7","75","THETA6","prse",NA
"nm7","75","THETA7","estimate","1.81211"
"nm7","75","THETA7","prse",NA
"nm7","76","prob","text","76 phase1 2 CMT like 1004 but diff. initial on V3"
"nm7","76","min","status","0"
"nm7","76","ofv","estimate","2723.89838668116"
"nm7","76","OMEGA1.1","estimate","0.234371"
"nm7","76","OMEGA1.1","prse",NA
"nm7","76","OMEGA2.1","estimate","0"
"nm7","76","OMEGA2.1","prse",NA
"nm7","76","OMEGA2.2","estimate","0.168645"
"nm7","76","OMEGA2.2","prse",NA
"nm7","76","OMEGA3.1","estimate","0"
"nm7","76","OMEGA3.1","prse",NA
"nm7","76","OMEGA3.2","estimate","0"
"nm7","76","OMEGA3.2","prse",NA
"nm7","76","OMEGA3.3","estimate","0.0699302"
"nm7","76","OMEGA3.3","prse",NA
"nm7","76","SIGMA1.1","estimate","0.0742515"
"nm7","76","SIGMA1.1","prse",NA
"nm7","76","THETA1","estimate","8.00952"
"nm7","76","THETA1","prse",NA
"nm7","76","THETA2","estimate","19.4296"
"nm7","76","THETA2","prse",NA
"nm7","76","THETA3","estimate","0.0567211"
"nm7","76","THETA3","prse",NA
"nm7","76","THETA4","estimate","2.71651"
"nm7","76","THETA4","prse",NA
"nm7","76","THETA5","estimate","103.549"
"nm7","76","THETA5","prse",NA
"nm7","76","THETA6","estimate","1.22622"
"nm7","76","THETA6","prse",NA
"nm7","76","THETA7","estimate","1.79816"
"nm7","76","THETA7","prse",NA
"nm7","77","prob","text","77 phase1 2 CMT like 1004 but diff. initial on V3"
"nm7","77","min","status","0"
"nm7","77","ofv","estimate","2222.3944934371"
"nm7","77","OMEGA1.1","estimate","0.107431"
"nm7","77","OMEGA1.1","prse",NA
"nm7","77","OMEGA2.1","estimate","0"
"nm7","77","OMEGA2.1","prse",NA
"nm7","77","OMEGA2.2","estimate","0.148916"
"nm7","77","OMEGA2.2","prse",NA
"nm7","77","OMEGA3.1","estimate","0"
"nm7","77","OMEGA3.1","prse",NA
"nm7","77","OMEGA3.2","estimate","0"
"nm7","77","OMEGA3.2","prse",NA
"nm7","77","OMEGA3.3","estimate","0.140039"
"nm7","77","OMEGA3.3","prse",NA
"nm7","77","SIGMA1.1","estimate","0.0725208"
"nm7","77","SIGMA1.1","prse",NA
"nm7","77","THETA1","estimate","9.288"
"nm7","77","THETA1","prse",NA
"nm7","77","THETA2","estimate","23.4653"
"nm7","77","THETA2","prse",NA
"nm7","77","THETA3","estimate","0.0672059"
"nm7","77","THETA3","prse",NA
"nm7","77","THETA4","estimate","4.0926"
"nm7","77","THETA4","prse",NA
"nm7","77","THETA5","estimate","114.082"
"nm7","77","THETA5","prse",NA
"nm7","77","THETA6","estimate","0.750249"
"nm7","77","THETA6","prse",NA
"nm7","77","THETA7","estimate","1.82125"
"nm7","77","THETA7","prse",NA
"nm7","78","prob","text","78 phase1 2 CMT like 1004 but diff. initial on V3"
"nm7","78","min","status","0"
"nm7","78","ofv","estimate","2595.49564517808"
"nm7","78","OMEGA1.1","estimate","0.217592"
"nm7","78","OMEGA1.1","prse",NA
"nm7","78","OMEGA2.1","estimate","0"
"nm7","78","OMEGA2.1","prse",NA
"nm7","78","OMEGA2.2","estimate","0.117276"
"nm7","78","OMEGA2.2","prse",NA
"nm7","78","OMEGA3.1","estimate","0"
"nm7","78","OMEGA3.1","prse",NA
"nm7","78","OMEGA3.2","estimate","0"
"nm7","78","OMEGA3.2","prse",NA
"nm7","78","OMEGA3.3","estimate","0.120191"
"nm7","78","OMEGA3.3","prse",NA
"nm7","78","SIGMA1.1","estimate","0.0617522"
"nm7","78","SIGMA1.1","prse",NA
"nm7","78","THETA1","estimate","7.51385"
"nm7","78","THETA1","prse",NA
"nm7","78","THETA2","estimate","23.5842"
"nm7","78","THETA2","prse",NA
"nm7","78","THETA3","estimate","0.0699117"
"nm7","78","THETA3","prse",NA
"nm7","78","THETA4","estimate","3.94377"
"nm7","78","THETA4","prse",NA
"nm7","78","THETA5","estimate","115.208"
"nm7","78","THETA5","prse",NA
"nm7","78","THETA6","estimate","1.01847"
"nm7","78","THETA6","prse",NA
"nm7","78","THETA7","estimate","2.09965"
"nm7","78","THETA7","prse",NA
"nm7","79","prob","text","79 phase1 2 CMT like 1004 but diff. initial on V3"
"nm7","79","min","status","0"
"nm7","79","ofv","estimate","2535.89070054041"
"nm7","79","OMEGA1.1","estimate","0.187013"
"nm7","79","OMEGA1.1","prse",NA
"nm7","79","OMEGA2.1","estimate","0"
"nm7","79","OMEGA2.1","prse",NA
"nm7","79","OMEGA2.2","estimate","0.115565"
"nm7","79","OMEGA2.2","prse",NA
"nm7","79","OMEGA3.1","estimate","0"
"nm7","79","OMEGA3.1","prse",NA
"nm7","79","OMEGA3.2","estimate","0"
"nm7","79","OMEGA3.2","prse",NA
"nm7","79","OMEGA3.3","estimate","0.135438"
"nm7","79","OMEGA3.3","prse",NA
"nm7","79","SIGMA1.1","estimate","0.0656406"
"nm7","79","SIGMA1.1","prse",NA
"nm7","79","THETA1","estimate","8.57546"
"nm7","79","THETA1","prse",NA
"nm7","79","THETA2","estimate","21.5431"
"nm7","79","THETA2","prse",NA
"nm7","79","THETA3","estimate","0.0751168"
"nm7","79","THETA3","prse",NA
"nm7","79","THETA4","estimate","4.59458"
"nm7","79","THETA4","prse",NA
"nm7","79","THETA5","estimate","107.076"
"nm7","79","THETA5","prse",NA
"nm7","79","THETA6","estimate","0.942203"
"nm7","79","THETA6","prse",NA
"nm7","79","THETA7","estimate","1.73292"
"nm7","79","THETA7","prse",NA
"nm7","80","prob","text","80 phase1 2 CMT like 1004 but diff. initial on V3"
"nm7","80","min","status","0"
"nm7","80","ofv","estimate","2184.23521719548"
"nm7","80","OMEGA1.1","estimate","0.156337"
"nm7","80","OMEGA1.1","prse",NA
"nm7","80","OMEGA2.1","estimate","0"
"nm7","80","OMEGA2.1","prse",NA
"nm7","80","OMEGA2.2","estimate","0.0864995"
"nm7","80","OMEGA2.2","prse",NA
"nm7","80","OMEGA3.1","estimate","0"
"nm7","80","OMEGA3.1","prse",NA
"nm7","80","OMEGA3.2","estimate","0"
"nm7","80","OMEGA3.2","prse",NA
"nm7","80","OMEGA3.3","estimate","0.120559"
"nm7","80","OMEGA3.3","prse",NA
"nm7","80","SIGMA1.1","estimate","0.0686216"
"nm7","80","SIGMA1.1","prse",NA
"nm7","80","THETA1","estimate","7.91651"
"nm7","80","THETA1","prse",NA
"nm7","80","THETA2","estimate","21.4423"
"nm7","80","THETA2","prse",NA
"nm7","80","THETA3","estimate","0.064228"
"nm7","80","THETA3","prse",NA
"nm7","80","THETA4","estimate","3.74631"
"nm7","80","THETA4","prse",NA
"nm7","80","THETA5","estimate","118.64"
"nm7","80","THETA5","prse",NA
"nm7","80","THETA6","estimate","0.997212"
"nm7","80","THETA6","prse",NA
"nm7","80","THETA7","estimate","2.13791"
"nm7","80","THETA7","prse",NA
"nm7","81","prob","text","81 phase1 2 CMT like 1004 but diff. initial on V3"
"nm7","81","min","status","0"
"nm7","81","ofv","estimate","2659.20992287247"
"nm7","81","OMEGA1.1","estimate","0.151032"
"nm7","81","OMEGA1.1","prse",NA
"nm7","81","OMEGA2.1","estimate","0"
"nm7","81","OMEGA2.1","prse",NA
"nm7","81","OMEGA2.2","estimate","0.12458"
"nm7","81","OMEGA2.2","prse",NA
"nm7","81","OMEGA3.1","estimate","0"
"nm7","81","OMEGA3.1","prse",NA
"nm7","81","OMEGA3.2","estimate","0"
"nm7","81","OMEGA3.2","prse",NA
"nm7","81","OMEGA3.3","estimate","0.108033"
"nm7","81","OMEGA3.3","prse",NA
"nm7","81","SIGMA1.1","estimate","0.0561824"
"nm7","81","SIGMA1.1","prse",NA
"nm7","81","THETA1","estimate","7.94449"
"nm7","81","THETA1","prse",NA
"nm7","81","THETA2","estimate","22.3633"
"nm7","81","THETA2","prse",NA
"nm7","81","THETA3","estimate","0.0759322"
"nm7","81","THETA3","prse",NA
"nm7","81","THETA4","estimate","4.16966"
"nm7","81","THETA4","prse",NA
"nm7","81","THETA5","estimate","107.142"
"nm7","81","THETA5","prse",NA
"nm7","81","THETA6","estimate","0.874543"
"nm7","81","THETA6","prse",NA
"nm7","81","THETA7","estimate","1.82073"
"nm7","81","THETA7","prse",NA
"nm7","82","prob","text","82 phase1 2 CMT like 1004 but diff. initial on V3"
"nm7","82","min","status","0"
"nm7","82","ofv","estimate","1986.71767973384"
"nm7","82","OMEGA1.1","estimate","0.152365"
"nm7","82","OMEGA1.1","prse",NA
"nm7","82","OMEGA2.1","estimate","0"
"nm7","82","OMEGA2.1","prse",NA
"nm7","82","OMEGA2.2","estimate","0.118369"
"nm7","82","OMEGA2.2","prse",NA
"nm7","82","OMEGA3.1","estimate","0"
"nm7","82","OMEGA3.1","prse",NA
"nm7","82","OMEGA3.2","estimate","0"
"nm7","82","OMEGA3.2","prse",NA
"nm7","82","OMEGA3.3","estimate","0.0925419"
"nm7","82","OMEGA3.3","prse",NA
"nm7","82","SIGMA1.1","estimate","0.0739369"
"nm7","82","SIGMA1.1","prse",NA
"nm7","82","THETA1","estimate","8.40224"
"nm7","82","THETA1","prse",NA
"nm7","82","THETA2","estimate","19.0088"
"nm7","82","THETA2","prse",NA
"nm7","82","THETA3","estimate","0.0584019"
"nm7","82","THETA3","prse",NA
"nm7","82","THETA4","estimate","2.89096"
"nm7","82","THETA4","prse",NA
"nm7","82","THETA5","estimate","104.664"
"nm7","82","THETA5","prse",NA
"nm7","82","THETA6","estimate","0.924852"
"nm7","82","THETA6","prse",NA
"nm7","82","THETA7","estimate","1.6835"
"nm7","82","THETA7","prse",NA
"nm7","83","prob","text","83 phase1 2 CMT like 1004 but diff. initial on V3"
"nm7","83","min","status","0"
"nm7","83","ofv","estimate","2806.88273178021"
"nm7","83","OMEGA1.1","estimate","0.138547"
"nm7","83","OMEGA1.1","prse",NA
"nm7","83","OMEGA2.1","estimate","0"
"nm7","83","OMEGA2.1","prse",NA
"nm7","83","OMEGA2.2","estimate","0.0938562"
"nm7","83","OMEGA2.2","prse",NA
"nm7","83","OMEGA3.1","estimate","0"
"nm7","83","OMEGA3.1","prse",NA
"nm7","83","OMEGA3.2","estimate","0"
"nm7","83","OMEGA3.2","prse",NA
"nm7","83","OMEGA3.3","estimate","0.118569"
"nm7","83","OMEGA3.3","prse",NA
"nm7","83","SIGMA1.1","estimate","0.0543987"
"nm7","83","SIGMA1.1","prse",NA
"nm7","83","THETA1","estimate","8.24683"
"nm7","83","THETA1","prse",NA
"nm7","83","THETA2","estimate","24.0433"
"nm7","83","THETA2","prse",NA
"nm7","83","THETA3","estimate","0.0807579"
"nm7","83","THETA3","prse",NA
"nm7","83","THETA4","estimate","3.91309"
"nm7","83","THETA4","prse",NA
"nm7","83","THETA5","estimate","94.4211"
"nm7","83","THETA5","prse",NA
"nm7","83","THETA6","estimate","0.991735"
"nm7","83","THETA6","prse",NA
"nm7","83","THETA7","estimate","1.40871"
"nm7","83","THETA7","prse",NA
"nm7","84","prob","text","84 phase1 2 CMT like 1004 but diff. initial on V3"
"nm7","84","min","status","0"
"nm7","84","ofv","estimate","1884.59696567385"
"nm7","84","OMEGA1.1","estimate","0.121658"
"nm7","84","OMEGA1.1","prse",NA
"nm7","84","OMEGA2.1","estimate","0"
"nm7","84","OMEGA2.1","prse",NA
"nm7","84","OMEGA2.2","estimate","0.10393"
"nm7","84","OMEGA2.2","prse",NA
"nm7","84","OMEGA3.1","estimate","0"
"nm7","84","OMEGA3.1","prse",NA
"nm7","84","OMEGA3.2","estimate","0"
"nm7","84","OMEGA3.2","prse",NA
"nm7","84","OMEGA3.3","estimate","0.0901018"
"nm7","84","OMEGA3.3","prse",NA
"nm7","84","SIGMA1.1","estimate","0.0750783"
"nm7","84","SIGMA1.1","prse",NA
"nm7","84","THETA1","estimate","8.34177"
"nm7","84","THETA1","prse",NA
"nm7","84","THETA2","estimate","19.9079"
"nm7","84","THETA2","prse",NA
"nm7","84","THETA3","estimate","0.0546347"
"nm7","84","THETA3","prse",NA
"nm7","84","THETA4","estimate","2.72747"
"nm7","84","THETA4","prse",NA
"nm7","84","THETA5","estimate","136.842"
"nm7","84","THETA5","prse",NA
"nm7","84","THETA6","estimate","0.872764"
"nm7","84","THETA6","prse",NA
"nm7","84","THETA7","estimate","1.63294"
"nm7","84","THETA7","prse",NA
"nm7","85","prob","text","85 phase1 2 CMT like 1004 but diff. initial on V3"
"nm7","85","min","status","0"
"nm7","85","ofv","estimate","1814.19390007688"
"nm7","85","OMEGA1.1","estimate","0.181682"
"nm7","85","OMEGA1.1","prse",NA
"nm7","85","OMEGA2.1","estimate","0"
"nm7","85","OMEGA2.1","prse",NA
"nm7","85","OMEGA2.2","estimate","0.135421"
"nm7","85","OMEGA2.2","prse",NA
"nm7","85","OMEGA3.1","estimate","0"
"nm7","85","OMEGA3.1","prse",NA
"nm7","85","OMEGA3.2","estimate","0"
"nm7","85","OMEGA3.2","prse",NA
"nm7","85","OMEGA3.3","estimate","0.162355"
"nm7","85","OMEGA3.3","prse",NA
"nm7","85","SIGMA1.1","estimate","0.0847317"
"nm7","85","SIGMA1.1","prse",NA
"nm7","85","THETA1","estimate","9.51078"
"nm7","85","THETA1","prse",NA
"nm7","85","THETA2","estimate","17.6791"
"nm7","85","THETA2","prse",NA
"nm7","85","THETA3","estimate","0.0599103"
"nm7","85","THETA3","prse",NA
"nm7","85","THETA4","estimate","2.99104"
"nm7","85","THETA4","prse",NA
"nm7","85","THETA5","estimate","113.202"
"nm7","85","THETA5","prse",NA
"nm7","85","THETA6","estimate","1.14819"
"nm7","85","THETA6","prse",NA
"nm7","85","THETA7","estimate","0.741403"
"nm7","85","THETA7","prse",NA
"nm7","86","prob","text","86 phase1 2 CMT like 1004 but diff. initial on V3"
"nm7","86","min","status","0"
"nm7","86","ofv","estimate","2893.41779002682"
"nm7","86","OMEGA1.1","estimate","0.159813"
"nm7","86","OMEGA1.1","prse",NA
"nm7","86","OMEGA2.1","estimate","0"
"nm7","86","OMEGA2.1","prse",NA
"nm7","86","OMEGA2.2","estimate","0.102879"
"nm7","86","OMEGA2.2","prse",NA
"nm7","86","OMEGA3.1","estimate","0"
"nm7","86","OMEGA3.1","prse",NA
"nm7","86","OMEGA3.2","estimate","0"
"nm7","86","OMEGA3.2","prse",NA
"nm7","86","OMEGA3.3","estimate","0.094637"
"nm7","86","OMEGA3.3","prse",NA
"nm7","86","SIGMA1.1","estimate","0.0621386"
"nm7","86","SIGMA1.1","prse",NA
"nm7","86","THETA1","estimate","9.06019"
"nm7","86","THETA1","prse",NA
