"tool","run","parameter","moment","value"
"nm7","138","THETA7","prse",NA
"nm7","139","prob","text","139 phase1 2 CMT like 1004 but diff. initial on V3"
"nm7","139","min","status","0"
"nm7","139","ofv","estimate","2503.13159955947"
"nm7","139","OMEGA1.1","estimate","0.184881"
"nm7","139","OMEGA1.1","prse",NA
"nm7","139","OMEGA2.1","estimate","0"
"nm7","139","OMEGA2.1","prse",NA
"nm7","139","OMEGA2.2","estimate","0.103948"
"nm7","139","OMEGA2.2","prse",NA
"nm7","139","OMEGA3.1","estimate","0"
"nm7","139","OMEGA3.1","prse",NA
"nm7","139","OMEGA3.2","estimate","0"
"nm7","139","OMEGA3.2","prse",NA
"nm7","139","OMEGA3.3","estimate","0.0725464"
"nm7","139","OMEGA3.3","prse",NA
"nm7","139","SIGMA1.1","estimate","0.064164"
"nm7","139","SIGMA1.1","prse",NA
"nm7","139","THETA1","estimate","8.73922"
"nm7","139","THETA1","prse",NA
"nm7","139","THETA2","estimate","21.6791"
"nm7","139","THETA2","prse",NA
"nm7","139","THETA3","estimate","0.0751761"
"nm7","139","THETA3","prse",NA
"nm7","139","THETA4","estimate","3.89124"
"nm7","139","THETA4","prse",NA
"nm7","139","THETA5","estimate","102.751"
"nm7","139","THETA5","prse",NA
"nm7","139","THETA6","estimate","0.925778"
"nm7","139","THETA6","prse",NA
"nm7","139","THETA7","estimate","1.29422"
"nm7","139","THETA7","prse",NA
"nm7","140","prob","text","140 phase1 2 CMT like 1004 but diff. initial on V3"
"nm7","140","min","status","0"
"nm7","140","ofv","estimate","2411.91764105736"
"nm7","140","OMEGA1.1","estimate","0.110691"
"nm7","140","OMEGA1.1","prse",NA
"nm7","140","OMEGA2.1","estimate","0"
"nm7","140","OMEGA2.1","prse",NA
"nm7","140","OMEGA2.2","estimate","0.0953479"
"nm7","140","OMEGA2.2","prse",NA
"nm7","140","OMEGA3.1","estimate","0"
"nm7","140","OMEGA3.1","prse",NA
"nm7","140","OMEGA3.2","estimate","0"
"nm7","140","OMEGA3.2","prse",NA
"nm7","140","OMEGA3.3","estimate","0.18853"
"nm7","140","OMEGA3.3","prse",NA
"nm7","140","SIGMA1.1","estimate","0.0615953"
"nm7","140","SIGMA1.1","prse",NA
"nm7","140","THETA1","estimate","8.2113"
"nm7","140","THETA1","prse",NA
"nm7","140","THETA2","estimate","22.228"
"nm7","140","THETA2","prse",NA
"nm7","140","THETA3","estimate","0.0789445"
"nm7","140","THETA3","prse",NA
"nm7","140","THETA4","estimate","4.1052"
"nm7","140","THETA4","prse",NA
"nm7","140","THETA5","estimate","88.3423"
"nm7","140","THETA5","prse",NA
"nm7","140","THETA6","estimate","0.924021"
"nm7","140","THETA6","prse",NA
"nm7","140","THETA7","estimate","1.51128"
"nm7","140","THETA7","prse",NA
"nm7","141","prob","text","141 phase1 2 CMT like 1004 but diff. initial on V3"
"nm7","141","min","status","0"
"nm7","141","ofv","estimate","2404.42389112489"
"nm7","141","OMEGA1.1","estimate","0.186912"
"nm7","141","OMEGA1.1","prse",NA
"nm7","141","OMEGA2.1","estimate","0"
"nm7","141","OMEGA2.1","prse",NA
"nm7","141","OMEGA2.2","estimate","0.121571"
"nm7","141","OMEGA2.2","prse",NA
"nm7","141","OMEGA3.1","estimate","0"
"nm7","141","OMEGA3.1","prse",NA
"nm7","141","OMEGA3.2","estimate","0"
"nm7","141","OMEGA3.2","prse",NA
"nm7","141","OMEGA3.3","estimate","0.113849"
"nm7","141","OMEGA3.3","prse",NA
"nm7","141","SIGMA1.1","estimate","0.0697165"
"nm7","141","SIGMA1.1","prse",NA
"nm7","141","THETA1","estimate","8.8356"
"nm7","141","THETA1","prse",NA
"nm7","141","THETA2","estimate","23.7641"
"nm7","141","THETA2","prse",NA
"nm7","141","THETA3","estimate","0.0711807"
"nm7","141","THETA3","prse",NA
"nm7","141","THETA4","estimate","4.3049"
"nm7","141","THETA4","prse",NA
"nm7","141","THETA5","estimate","112.211"
"nm7","141","THETA5","prse",NA
"nm7","141","THETA6","estimate","0.941742"
"nm7","141","THETA6","prse",NA
"nm7","141","THETA7","estimate","1.43328"
"nm7","141","THETA7","prse",NA
"nm7","142","prob","text","142 phase1 2 CMT like 1004 but diff. initial on V3"
"nm7","142","min","status","0"
"nm7","142","ofv","estimate","2946.79478295405"
"nm7","142","OMEGA1.1","estimate","0.281315"
"nm7","142","OMEGA1.1","prse",NA
"nm7","142","OMEGA2.1","estimate","0"
"nm7","142","OMEGA2.1","prse",NA
"nm7","142","OMEGA2.2","estimate","0.0612507"
"nm7","142","OMEGA2.2","prse",NA
"nm7","142","OMEGA3.1","estimate","0"
"nm7","142","OMEGA3.1","prse",NA
"nm7","142","OMEGA3.2","estimate","0"
"nm7","142","OMEGA3.2","prse",NA
"nm7","142","OMEGA3.3","estimate","0.104598"
"nm7","142","OMEGA3.3","prse",NA
"nm7","142","SIGMA1.1","estimate","0.0583071"
"nm7","142","SIGMA1.1","prse",NA
"nm7","142","THETA1","estimate","7.36358"
"nm7","142","THETA1","prse",NA
"nm7","142","THETA2","estimate","22.1059"
"nm7","142","THETA2","prse",NA
"nm7","142","THETA3","estimate","0.0677309"
"nm7","142","THETA3","prse",NA
"nm7","142","THETA4","estimate","3.42954"
"nm7","142","THETA4","prse",NA
"nm7","142","THETA5","estimate","112.996"
"nm7","142","THETA5","prse",NA
"nm7","142","THETA6","estimate","1.28458"
"nm7","142","THETA6","prse",NA
"nm7","142","THETA7","estimate","1.67967"
"nm7","142","THETA7","prse",NA
"nm7","143","prob","text","143 phase1 2 CMT like 1004 but diff. initial on V3"
"nm7","143","min","status","0"
"nm7","143","ofv","estimate","2405.43805433982"
"nm7","143","OMEGA1.1","estimate","0.246971"
"nm7","143","OMEGA1.1","prse",NA
"nm7","143","OMEGA2.1","estimate","0"
"nm7","143","OMEGA2.1","prse",NA
"nm7","143","OMEGA2.2","estimate","0.082231"
"nm7","143","OMEGA2.2","prse",NA
"nm7","143","OMEGA3.1","estimate","0"
"nm7","143","OMEGA3.1","prse",NA
"nm7","143","OMEGA3.2","estimate","0"
"nm7","143","OMEGA3.2","prse",NA
"nm7","143","OMEGA3.3","estimate","0.106926"
"nm7","143","OMEGA3.3","prse",NA
"nm7","143","SIGMA1.1","estimate","0.060673"
"nm7","143","SIGMA1.1","prse",NA
"nm7","143","THETA1","estimate","8.59242"
"nm7","143","THETA1","prse",NA
"nm7","143","THETA2","estimate","20.6131"
"nm7","143","THETA2","prse",NA
"nm7","143","THETA3","estimate","0.0734173"
"nm7","143","THETA3","prse",NA
"nm7","143","THETA4","estimate","3.6487"
"nm7","143","THETA4","prse",NA
"nm7","143","THETA5","estimate","113.183"
"nm7","143","THETA5","prse",NA
"nm7","143","THETA6","estimate","1.15454"
"nm7","143","THETA6","prse",NA
"nm7","143","THETA7","estimate","0.913224"
"nm7","143","THETA7","prse",NA
"nm7","144","prob","text","144 phase1 2 CMT like 1004 but diff. initial on V3"
"nm7","144","min","status","0"
"nm7","144","ofv","estimate","2732.99477162704"
"nm7","144","OMEGA1.1","estimate","0.140108"
"nm7","144","OMEGA1.1","prse",NA
"nm7","144","OMEGA2.1","estimate","0"
"nm7","144","OMEGA2.1","prse",NA
"nm7","144","OMEGA2.2","estimate","0.150562"
"nm7","144","OMEGA2.2","prse",NA
"nm7","144","OMEGA3.1","estimate","0"
"nm7","144","OMEGA3.1","prse",NA
"nm7","144","OMEGA3.2","estimate","0"
"nm7","144","OMEGA3.2","prse",NA
"nm7","144","OMEGA3.3","estimate","0.0705673"
"nm7","144","OMEGA3.3","prse",NA
"nm7","144","SIGMA1.1","estimate","0.0589712"
"nm7","144","SIGMA1.1","prse",NA
"nm7","144","THETA1","estimate","8.98595"
"nm7","144","THETA1","prse",NA
"nm7","144","THETA2","estimate","22.6398"
"nm7","144","THETA2","prse",NA
"nm7","144","THETA3","estimate","0.0745537"
"nm7","144","THETA3","prse",NA
"nm7","144","THETA4","estimate","3.5027"
"nm7","144","THETA4","prse",NA
"nm7","144","THETA5","estimate","105.465"
"nm7","144","THETA5","prse",NA
"nm7","144","THETA6","estimate","1.1569"
"nm7","144","THETA6","prse",NA
"nm7","144","THETA7","estimate","1.56423"
"nm7","144","THETA7","prse",NA
"nm7","145","prob","text","145 phase1 2 CMT like 1004 but diff. initial on V3"
"nm7","145","min","status","0"
"nm7","145","ofv","estimate","2459.85053897557"
"nm7","145","OMEGA1.1","estimate","0.114927"
"nm7","145","OMEGA1.1","prse",NA
"nm7","145","OMEGA2.1","estimate","0"
"nm7","145","OMEGA2.1","prse",NA
"nm7","145","OMEGA2.2","estimate","0.0991693"
"nm7","145","OMEGA2.2","prse",NA
"nm7","145","OMEGA3.1","estimate","0"
"nm7","145","OMEGA3.1","prse",NA
"nm7","145","OMEGA3.2","estimate","0"
"nm7","145","OMEGA3.2","prse",NA
"nm7","145","OMEGA3.3","estimate","0.162766"
"nm7","145","OMEGA3.3","prse",NA
"nm7","145","SIGMA1.1","estimate","0.0599547"
"nm7","145","SIGMA1.1","prse",NA
"nm7","145","THETA1","estimate","7.84238"
"nm7","145","THETA1","prse",NA
"nm7","145","THETA2","estimate","22.5624"
"nm7","145","THETA2","prse",NA
"nm7","145","THETA3","estimate","0.0785827"
"nm7","145","THETA3","prse",NA
"nm7","145","THETA4","estimate","4.6069"
"nm7","145","THETA4","prse",NA
"nm7","145","THETA5","estimate","99.2943"
"nm7","145","THETA5","prse",NA
"nm7","145","THETA6","estimate","1.04153"
"nm7","145","THETA6","prse",NA
"nm7","145","THETA7","estimate","1.56124"
"nm7","145","THETA7","prse",NA
"nm7","146","prob","text","146 phase1 2 CMT like 1004 but diff. initial on V3"
"nm7","146","min","status","0"
"nm7","146","ofv","estimate","2398.29375377271"
"nm7","146","OMEGA1.1","estimate","0.147649"
"nm7","146","OMEGA1.1","prse",NA
"nm7","146","OMEGA2.1","estimate","0"
"nm7","146","OMEGA2.1","prse",NA
"nm7","146","OMEGA2.2","estimate","0.140194"
"nm7","146","OMEGA2.2","prse",NA
"nm7","146","OMEGA3.1","estimate","0"
"nm7","146","OMEGA3.1","prse",NA
"nm7","146","OMEGA3.2","estimate","0"
"nm7","146","OMEGA3.2","prse",NA
"nm7","146","OMEGA3.3","estimate","0.141221"
"nm7","146","OMEGA3.3","prse",NA
"nm7","146","SIGMA1.1","estimate","0.0646493"
"nm7","146","SIGMA1.1","prse",NA
"nm7","146","THETA1","estimate","7.49793"
"nm7","146","THETA1","prse",NA
"nm7","146","THETA2","estimate","19.6512"
"nm7","146","THETA2","prse",NA
"nm7","146","THETA3","estimate","0.0643285"
"nm7","146","THETA3","prse",NA
"nm7","146","THETA4","estimate","3.65024"
"nm7","146","THETA4","prse",NA
"nm7","146","THETA5","estimate","108.695"
"nm7","146","THETA5","prse",NA
"nm7","146","THETA6","estimate","1.05864"
"nm7","146","THETA6","prse",NA
"nm7","146","THETA7","estimate","1.55101"
"nm7","146","THETA7","prse",NA
"nm7","147","prob","text","147 phase1 2 CMT like 1004 but diff. initial on V3"
"nm7","147","min","status","0"
"nm7","147","ofv","estimate","2324.89827702829"
"nm7","147","OMEGA1.1","estimate","0.10527"
"nm7","147","OMEGA1.1","prse",NA
"nm7","147","OMEGA2.1","estimate","0"
"nm7","147","OMEGA2.1","prse",NA
"nm7","147","OMEGA2.2","estimate","0.158444"
"nm7","147","OMEGA2.2","prse",NA
"nm7","147","OMEGA3.1","estimate","0"
"nm7","147","OMEGA3.1","prse",NA
"nm7","147","OMEGA3.2","estimate","0"
"nm7","147","OMEGA3.2","prse",NA
"nm7","147","OMEGA3.3","estimate","0.13649"
"nm7","147","OMEGA3.3","prse",NA
"nm7","147","SIGMA1.1","estimate","0.0757507"
"nm7","147","SIGMA1.1","prse",NA
"nm7","147","THETA1","estimate","9.39633"
"nm7","147","THETA1","prse",NA
"nm7","147","THETA2","estimate","20.3041"
"nm7","147","THETA2","prse",NA
"nm7","147","THETA3","estimate","0.063867"
"nm7","147","THETA3","prse",NA
"nm7","147","THETA4","estimate","3.74733"
"nm7","147","THETA4","prse",NA
"nm7","147","THETA5","estimate","134.864"
"nm7","147","THETA5","prse",NA
"nm7","147","THETA6","estimate","0.744617"
"nm7","147","THETA6","prse",NA
"nm7","147","THETA7","estimate","1.70433"
"nm7","147","THETA7","prse",NA
"nm7","148","prob","text","148 phase1 2 CMT like 1004 but diff. initial on V3"
"nm7","148","min","status","0"
"nm7","148","ofv","estimate","2528.69752720987"
"nm7","148","OMEGA1.1","estimate","0.179598"
"nm7","148","OMEGA1.1","prse",NA
"nm7","148","OMEGA2.1","estimate","0"
"nm7","148","OMEGA2.1","prse",NA
"nm7","148","OMEGA2.2","estimate","0.102409"
"nm7","148","OMEGA2.2","prse",NA
"nm7","148","OMEGA3.1","estimate","0"
"nm7","148","OMEGA3.1","prse",NA
"nm7","148","OMEGA3.2","estimate","0"
"nm7","148","OMEGA3.2","prse",NA
"nm7","148","OMEGA3.3","estimate","0.147467"
"nm7","148","OMEGA3.3","prse",NA
"nm7","148","SIGMA1.1","estimate","0.0573029"
"nm7","148","SIGMA1.1","prse",NA
"nm7","148","THETA1","estimate","8.5629"
"nm7","148","THETA1","prse",NA
"nm7","148","THETA2","estimate","24.2117"
"nm7","148","THETA2","prse",NA
"nm7","148","THETA3","estimate","0.0770584"
"nm7","148","THETA3","prse",NA
"nm7","148","THETA4","estimate","4.79517"
"nm7","148","THETA4","prse",NA
"nm7","148","THETA5","estimate","114.489"
"nm7","148","THETA5","prse",NA
"nm7","148","THETA6","estimate","0.920069"
"nm7","148","THETA6","prse",NA
"nm7","148","THETA7","estimate","1.60928"
"nm7","148","THETA7","prse",NA
"nm7","149","prob","text","149 phase1 2 CMT like 1004 but diff. initial on V3"
"nm7","149","min","status","0"
"nm7","149","ofv","estimate","2292.5679114821"
"nm7","149","OMEGA1.1","estimate","0.203977"
"nm7","149","OMEGA1.1","prse",NA
"nm7","149","OMEGA2.1","estimate","0"
"nm7","149","OMEGA2.1","prse",NA
"nm7","149","OMEGA2.2","estimate","0.103735"
"nm7","149","OMEGA2.2","prse",NA
"nm7","149","OMEGA3.1","estimate","0"
"nm7","149","OMEGA3.1","prse",NA
"nm7","149","OMEGA3.2","estimate","0"
"nm7","149","OMEGA3.2","prse",NA
"nm7","149","OMEGA3.3","estimate","0.123837"
"nm7","149","OMEGA3.3","prse",NA
"nm7","149","SIGMA1.1","estimate","0.0580363"
"nm7","149","SIGMA1.1","prse",NA
"nm7","149","THETA1","estimate","8.31228"
"nm7","149","THETA1","prse",NA
"nm7","149","THETA2","estimate","24.2887"
"nm7","149","THETA2","prse",NA
"nm7","149","THETA3","estimate","0.0696577"
"nm7","149","THETA3","prse",NA
"nm7","149","THETA4","estimate","3.62492"
"nm7","149","THETA4","prse",NA
"nm7","149","THETA5","estimate","123.324"
"nm7","149","THETA5","prse",NA
"nm7","149","THETA6","estimate","1.21256"
"nm7","149","THETA6","prse",NA
"nm7","149","THETA7","estimate","1.58746"
"nm7","149","THETA7","prse",NA
"nm7","150","prob","text","150 phase1 2 CMT like 1004 but diff. initial on V3"
"nm7","150","min","status","0"
"nm7","150","ofv","estimate","2451.68494295907"
"nm7","150","OMEGA1.1","estimate","0.227433"
"nm7","150","OMEGA1.1","prse",NA
"nm7","150","OMEGA2.1","estimate","0"
"nm7","150","OMEGA2.1","prse",NA
"nm7","150","OMEGA2.2","estimate","0.14601"
"nm7","150","OMEGA2.2","prse",NA
"nm7","150","OMEGA3.1","estimate","0"
"nm7","150","OMEGA3.1","prse",NA
"nm7","150","OMEGA3.2","estimate","0"
"nm7","150","OMEGA3.2","prse",NA
"nm7","150","OMEGA3.3","estimate","0.0928218"
"nm7","150","OMEGA3.3","prse",NA
"nm7","150","SIGMA1.1","estimate","0.0747774"
"nm7","150","SIGMA1.1","prse",NA
"nm7","150","THETA1","estimate","8.81182"
"nm7","150","THETA1","prse",NA
"nm7","150","THETA2","estimate","19.0291"
"nm7","150","THETA2","prse",NA
"nm7","150","THETA3","estimate","0.0606843"
"nm7","150","THETA3","prse",NA
"nm7","150","THETA4","estimate","3.06471"
"nm7","150","THETA4","prse",NA
"nm7","150","THETA5","estimate","102.066"
"nm7","150","THETA5","prse",NA
"nm7","150","THETA6","estimate","1.17761"
"nm7","150","THETA6","prse",NA
"nm7","150","THETA7","estimate","1.02991"
"nm7","150","THETA7","prse",NA
"nm7","151","prob","text","151 phase1 2 CMT like 1004 but diff. initial on V3"
"nm7","151","min","status","0"
"nm7","151","ofv","estimate","2967.22235988683"
"nm7","151","OMEGA1.1","estimate","0.211763"
"nm7","151","OMEGA1.1","prse",NA
"nm7","151","OMEGA2.1","estimate","0"
"nm7","151","OMEGA2.1","prse",NA
"nm7","151","OMEGA2.2","estimate","0.0914392"
"nm7","151","OMEGA2.2","prse",NA
"nm7","151","OMEGA3.1","estimate","0"
"nm7","151","OMEGA3.1","prse",NA
"nm7","151","OMEGA3.2","estimate","0"
"nm7","151","OMEGA3.2","prse",NA
"nm7","151","OMEGA3.3","estimate","0.107486"
"nm7","151","OMEGA3.3","prse",NA
"nm7","151","SIGMA1.1","estimate","0.0619185"
"nm7","151","SIGMA1.1","prse",NA
"nm7","151","THETA1","estimate","8.63255"
"nm7","151","THETA1","prse",NA
"nm7","151","THETA2","estimate","22.6816"
"nm7","151","THETA2","prse",NA
"nm7","151","THETA3","estimate","0.0714357"
"nm7","151","THETA3","prse",NA
"nm7","151","THETA4","estimate","3.83683"
"nm7","151","THETA4","prse",NA
"nm7","151","THETA5","estimate","118.5"
"nm7","151","THETA5","prse",NA
"nm7","151","THETA6","estimate","1.05304"
"nm7","151","THETA6","prse",NA
"nm7","151","THETA7","estimate","1.50972"
"nm7","151","THETA7","prse",NA
"nm7","152","prob","text","152 phase1 2 CMT like 1004 but diff. initial on V3"
"nm7","152","min","status","0"
"nm7","152","ofv","estimate","2623.00242724734"
"nm7","152","OMEGA1.1","estimate","0.226076"
"nm7","152","OMEGA1.1","prse",NA
"nm7","152","OMEGA2.1","estimate","0"
"nm7","152","OMEGA2.1","prse",NA
"nm7","152","OMEGA2.2","estimate","0.141391"
"nm7","152","OMEGA2.2","prse",NA
"nm7","152","OMEGA3.1","estimate","0"
"nm7","152","OMEGA3.1","prse",NA
"nm7","152","OMEGA3.2","estimate","0"
"nm7","152","OMEGA3.2","prse",NA
"nm7","152","OMEGA3.3","estimate","0.133753"
"nm7","152","OMEGA3.3","prse",NA
"nm7","152","SIGMA1.1","estimate","0.0636237"
"nm7","152","SIGMA1.1","prse",NA
"nm7","152","THETA1","estimate","8.65523"
"nm7","152","THETA1","prse",NA
"nm7","152","THETA2","estimate","21.0521"
"nm7","152","THETA2","prse",NA
"nm7","152","THETA3","estimate","0.0677148"
"nm7","152","THETA3","prse",NA
"nm7","152","THETA4","estimate","3.78713"
"nm7","152","THETA4","prse",NA
"nm7","152","THETA5","estimate","110.907"
"nm7","152","THETA5","prse",NA
"nm7","152","THETA6","estimate","0.988084"
"nm7","152","THETA6","prse",NA
"nm7","152","THETA7","estimate","1.6998"
"nm7","152","THETA7","prse",NA
"nm7","153","prob","text","153 phase1 2 CMT like 1004 but diff. initial on V3"
"nm7","153","min","status","0"
"nm7","153","ofv","estimate","2666.83144654913"
"nm7","153","OMEGA1.1","estimate","0.186619"
"nm7","153","OMEGA1.1","prse",NA
"nm7","153","OMEGA2.1","estimate","0"
"nm7","153","OMEGA2.1","prse",NA
"nm7","153","OMEGA2.2","estimate","0.0910263"
"nm7","153","OMEGA2.2","prse",NA
"nm7","153","OMEGA3.1","estimate","0"
"nm7","153","OMEGA3.1","prse",NA
"nm7","153","OMEGA3.2","estimate","0"
"nm7","153","OMEGA3.2","prse",NA
"nm7","153","OMEGA3.3","estimate","0.0558594"
"nm7","153","OMEGA3.3","prse",NA
"nm7","153","SIGMA1.1","estimate","0.0599215"
"nm7","153","SIGMA1.1","prse",NA
"nm7","153","THETA1","estimate","8.76977"
"nm7","153","THETA1","prse",NA
"nm7","153","THETA2","estimate","22.8386"
"nm7","153","THETA2","prse",NA
"nm7","153","THETA3","estimate","0.0732398"
"nm7","153","THETA3","prse",NA
"nm7","153","THETA4","estimate","3.64984"
"nm7","153","THETA4","prse",NA
"nm7","153","THETA5","estimate","106.286"
"nm7","153","THETA5","prse",NA
"nm7","153","THETA6","estimate","1.16198"
"nm7","153","THETA6","prse",NA
"nm7","153","THETA7","estimate","1.62941"
"nm7","153","THETA7","prse",NA
"nm7","154","prob","text","154 phase1 2 CMT like 1004 but diff. initial on V3"
"nm7","154","min","status","0"
"nm7","154","ofv","estimate","2882.1148059619"
"nm7","154","OMEGA1.1","estimate","0.261252"
"nm7","154","OMEGA1.1","prse",NA
"nm7","154","OMEGA2.1","estimate","0"
"nm7","154","OMEGA2.1","prse",NA
"nm7","154","OMEGA2.2","estimate","0.0952838"
"nm7","154","OMEGA2.2","prse",NA
"nm7","154","OMEGA3.1","estimate","0"
"nm7","154","OMEGA3.1","prse",NA
"nm7","154","OMEGA3.2","estimate","0"
"nm7","154","OMEGA3.2","prse",NA
"nm7","154","OMEGA3.3","estimate","0.0873131"
"nm7","154","OMEGA3.3","prse",NA
"nm7","154","SIGMA1.1","estimate","0.0543875"
"nm7","154","SIGMA1.1","prse",NA
"nm7","154","THETA1","estimate","7.29461"
"nm7","154","THETA1","prse",NA
"nm7","154","THETA2","estimate","21.9503"
"nm7","154","THETA2","prse",NA
"nm7","154","THETA3","estimate","0.0771017"
"nm7","154","THETA3","prse",NA
"nm7","154","THETA4","estimate","4.16474"
"nm7","154","THETA4","prse",NA
"nm7","154","THETA5","estimate","84.6589"
"nm7","154","THETA5","prse",NA
"nm7","154","THETA6","estimate","1.2277"
"nm7","154","THETA6","prse",NA
"nm7","154","THETA7","estimate","1.97639"
"nm7","154","THETA7","prse",NA
"nm7","155","prob","text","155 phase1 2 CMT like 1004 but diff. initial on V3"
"nm7","155","min","status","0"
"nm7","155","ofv","estimate","2605.612534208"
"nm7","155","OMEGA1.1","estimate","0.14659"
"nm7","155","OMEGA1.1","prse",NA
"nm7","155","OMEGA2.1","estimate","0"
"nm7","155","OMEGA2.1","prse",NA
"nm7","155","OMEGA2.2","estimate","0.123791"
"nm7","155","OMEGA2.2","prse",NA
"nm7","155","OMEGA3.1","estimate","0"
"nm7","155","OMEGA3.1","prse",NA
"nm7","155","OMEGA3.2","estimate","0"
"nm7","155","OMEGA3.2","prse",NA
"nm7","155","OMEGA3.3","estimate","0.0765761"
"nm7","155","OMEGA3.3","prse",NA
"nm7","155","SIGMA1.1","estimate","0.0711068"
"nm7","155","SIGMA1.1","prse",NA
"nm7","155","THETA1","estimate","8.49892"
"nm7","155","THETA1","prse",NA
"nm7","155","THETA2","estimate","23.7413"
"nm7","155","THETA2","prse",NA
"nm7","155","THETA3","estimate","0.0663554"
"nm7","155","THETA3","prse",NA
"nm7","155","THETA4","estimate","3.75785"
"nm7","155","THETA4","prse",NA
"nm7","155","THETA5","estimate","132.448"
"nm7","155","THETA5","prse",NA
"nm7","155","THETA6","estimate","0.931573"
"nm7","155","THETA6","prse",NA
"nm7","155","THETA7","estimate","2.11854"
"nm7","155","THETA7","prse",NA
"nm7","156","prob","text","156 phase1 2 CMT like 1004 but diff. initial on V3"
"nm7","156","min","status","0"
"nm7","156","ofv","estimate","2225.35898793222"
"nm7","156","OMEGA1.1","estimate","0.163896"
"nm7","156","OMEGA1.1","prse",NA
"nm7","156","OMEGA2.1","estimate","0"
"nm7","156","OMEGA2.1","prse",NA
"nm7","156","OMEGA2.2","estimate","0.15681"
"nm7","156","OMEGA2.2","prse",NA
"nm7","156","OMEGA3.1","estimate","0"
"nm7","156","OMEGA3.1","prse",NA
"nm7","156","OMEGA3.2","estimate","0"
"nm7","156","OMEGA3.2","prse",NA
"nm7","156","OMEGA3.3","estimate","0.056597"
"nm7","156","OMEGA3.3","prse",NA
"nm7","156","SIGMA1.1","estimate","0.0707602"
"nm7","156","SIGMA1.1","prse",NA
"nm7","156","THETA1","estimate","8.94001"
"nm7","156","THETA1","prse",NA
"nm7","156","THETA2","estimate","20.1539"
"nm7","156","THETA2","prse",NA
"nm7","156","THETA3","estimate","0.0655243"
"nm7","156","THETA3","prse",NA
"nm7","156","THETA4","estimate","3.45615"
"nm7","156","THETA4","prse",NA
"nm7","156","THETA5","estimate","99.1813"
"nm7","156","THETA5","prse",NA
"nm7","156","THETA6","estimate","0.875594"
"nm7","156","THETA6","prse",NA
"nm7","156","THETA7","estimate","1.62412"
"nm7","156","THETA7","prse",NA
"nm7","157","prob","text","157 phase1 2 CMT like 1004 but diff. initial on V3"
"nm7","157","min","status","0"
"nm7","157","ofv","estimate","2300.94539675697"
"nm7","157","OMEGA1.1","estimate","0.121259"
"nm7","157","OMEGA1.1","prse",NA
"nm7","157","OMEGA2.1","estimate","0"
"nm7","157","OMEGA2.1","prse",NA
"nm7","157","OMEGA2.2","estimate","0.1747"
"nm7","157","OMEGA2.2","prse",NA
"nm7","157","OMEGA3.1","estimate","0"
"nm7","157","OMEGA3.1","prse",NA
"nm7","157","OMEGA3.2","estimate","0"
"nm7","157","OMEGA3.2","prse",NA
"nm7","157","OMEGA3.3","estimate","0.133979"
"nm7","157","OMEGA3.3","prse",NA
"nm7","157","SIGMA1.1","estimate","0.0794321"
"nm7","157","SIGMA1.1","prse",NA
"nm7","157","THETA1","estimate","7.96128"
"nm7","157","THETA1","prse",NA
"nm7","157","THETA2","estimate","19.1142"
"nm7","157","THETA2","prse",NA
"nm7","157","THETA3","estimate","0.0647627"
"nm7","157","THETA3","prse",NA
"nm7","157","THETA4","estimate","3.69749"
"nm7","157","THETA4","prse",NA
"nm7","157","THETA5","estimate","99.5731"
"nm7","157","THETA5","prse",NA
"nm7","157","THETA6","estimate","0.864858"
"nm7","157","THETA6","prse",NA
"nm7","157","THETA7","estimate","2.25961"
"nm7","157","THETA7","prse",NA
"nm7","158","prob","text","158 phase1 2 CMT like 1004 but diff. initial on V3"
"nm7","158","min","status","0"
"nm7","158","ofv","estimate","2192.52039559442"
"nm7","158","OMEGA1.1","estimate","0.133987"
"nm7","158","OMEGA1.1","prse",NA
"nm7","158","OMEGA2.1","estimate","0"
"nm7","158","OMEGA2.1","prse",NA
"nm7","158","OMEGA2.2","estimate","0.137162"
"nm7","158","OMEGA2.2","prse",NA
"nm7","158","OMEGA3.1","estimate","0"
"nm7","158","OMEGA3.1","prse",NA
"nm7","158","OMEGA3.2","estimate","0"
"nm7","158","OMEGA3.2","prse",NA
"nm7","158","OMEGA3.3","estimate","0.175822"
"nm7","158","OMEGA3.3","prse",NA
"nm7","158","SIGMA1.1","estimate","0.0717804"
"nm7","158","SIGMA1.1","prse",NA
"nm7","158","THETA1","estimate","8.27231"
"nm7","158","THETA1","prse",NA
"nm7","158","THETA2","estimate","18.7139"
"nm7","158","THETA2","prse",NA
"nm7","158","THETA3","estimate","0.0658088"
"nm7","158","THETA3","prse",NA
"nm7","158","THETA4","estimate","3.88003"
"nm7","158","THETA4","prse",NA
"nm7","158","THETA5","estimate","81.1191"
"nm7","158","THETA5","prse",NA
"nm7","158","THETA6","estimate","0.907717"
"nm7","158","THETA6","prse",NA
"nm7","158","THETA7","estimate","1.49716"
"nm7","158","THETA7","prse",NA
"nm7","159","prob","text","159 phase1 2 CMT like 1004 but diff. initial on V3"
"nm7","159","min","status","0"
"nm7","159","ofv","estimate","2367.16408384492"
"nm7","159","OMEGA1.1","estimate","0.137794"
"nm7","159","OMEGA1.1","prse",NA
"nm7","159","OMEGA2.1","estimate","0"
"nm7","159","OMEGA2.1","prse",NA
"nm7","159","OMEGA2.2","estimate","0.136961"
"nm7","159","OMEGA2.2","prse",NA
"nm7","159","OMEGA3.1","estimate","0"
